Символ,Код
вя,1100001111100
в…,110100111000000001
г ,10111001001
г!,110100111000111011
г',10000101010000
г),111110001001101100101
"г,",1000100001001
г.,00010001100101
г:,111110001001000100101
г;,111101101111011001
г?,01101101010001011
г`,1111011011111001110
г»,111110001001001101100
га,0101110011
гв,101111011011101
гд,0101110101
ге,00011011110
ги,11110100101
гк,11001011101000
гл,1111101001
гм,1010100001010001111
гн,100010000000
го,1001011
гр,1011010111
гс,110010111010100
гт,11111000100010111010
гу,11000011110
гч,001100000001010
гш,111101101110110110
г…,1111011011111011000
д ,0000101100
д!,11110110111001101
д',11111000100011001110
д),111110001001011001110
"д,",1010011110101
д.,01110000011001
д;,110100111000000100
д?,110100111000001011
д`,111110001000111111010
д»,111110001001100101100
да,01101100
дб,100101011101001
дв,0000001001
дг,110100111000000110
дд,010010101011011
де,10000011
дж,11100011110101000
дз,011011010100110001
ди,101100110
дк,1110111001000
дл,11011000001
дм,111000000110111
дн,000100010
до,00111010
дп,11000011001110
др,011100010
дс,101011110011
дт,011101000000
ду,000110011
дф,111101101110110100
дх,111101101010111
дц,1000111111000
дч,1100100110101010
дш,0101100110111
дщ,111110001001000010111
дъ,1111010110111
ды,11000000001
дь,00111110101
дэ,11111000100001101011
дю,10101010111011
дя,01000111010
д…,1010100001010000100
е ,000011
е!,11001000011101
е',11111000100000011100
е),1111011010111110
"е,",100010001
е.,0101100001
е:,111001110001011
е;,10000001111111
е?,1011011110001
е],10010010001001100
еm,1111011011111011010
еr,1010100001001111100
еt,11111000100000011111
е»,1111011011100000
еа,1101101110100101
еб,1010011100
ев,1101001101
ег,00110001
ед,101110000
ее,000100001
еж,0110011100
ез,1011011101
еи,1110001110110
ей,101111111
ек,0101100111
ел,11101111
ем,01100110
ен,0011100
ео,100100100001
еп,0011001110
ер,0001010
ес,01000100
ет,01001000
еу,10001001001011
еф,10001100010010111
ех,0111000000
ец,011101000001
еч,0110001100
еш,11101110001
ещ,10110010001
ею,110000111001
ея,00000010000
её,11111000100000010000
е…,01000111110101
ж ,1101001100010
ж!,1111011011110111011
"ж,",111000111011110
ж.,00111111010001010
ж?,10001001110110100
ж],111110001000111111101
жа,1100100100
жб,01001010101011
жг,1011001001100111
жд,11010111001
же,01001101
жж,1000000100011110
жи,1011110111
жк,11010010101000
жл,111101101110101001
жм,00111111010001110
жн,1001001011
жо,101011101001111
жр,111110001001011000100
жс,1110101110000011
жу,1110000001111
жч,01110000011000
жь,111011101111110
жэ,111110001001001000110
ж…,11111000100011010011
з ,1011000001
з!,111110001001011010010
"з,",10010010000011
з.,001111101110101
з:,111110001001011100010
з?,111110001001011000010
з],111110001000111111011
зa,101010000100101011
за,11001100
зб,1000100100011
зв,11100100100
зг,01001100100
зд,11100000110
зе,010110011010
зж,1110111010111
зз,10001001110110101
зи,110000111011
зк,1000100000101
зл,000100111000
зм,010111010010
зн,000000101
зо,01111011011
зр,1101100000000
зс,0101110110000
зт,11100011110111101
зу,100010011111
зц,101010000100101000
зч,1000000100011011
зш,01100111101111111
зъ,0011111011110101
зы,01110001101
зь,0011001111
зю,0000001100001
зя,10000010100
з…,11111000100010010100
и ,010101
и!,10010010000010
и',111110001001000001010
и),1101101110101100
"и,",100101001
и.,0010001011
и:,111000111100001
и;,01111011010100
и?,11011011000100
и],1111011011110111010
иc,111110001001011010101
иr,111110001001100111011
и»,1010011111100011
иа,10000101010001
иб,00010001111
ив,101110011
иг,01100010110
ид,000010101
ие,101010100
иж,110100101110
из,000100110
ии,10100010101
ий,1011111100
ик,001110111
ил,10101101
им,110110010
ин,111110101
ио,1111010111111
ип,1010111100100
ир,10100010010
ис,110110101
ит,00011010
иу,101001111010010001
иф,011001111001110
их,000010100
иц,1010100111
ич,1010101010
иш,110111100110
ищ,0111101101011
ию,101010101100
ия,1110000010
и“,11111000100001110000
и…,110010111010101
й\r,1010100001010001000
й ,11100110
й!,10111101101010
й(,00010011111100110111
й),01100111101110110
"й,",1101011101
й.,10011001010
й:,1001010111011110
й;,100001010101101
й?,100101011100110
й],00111111010010000
й»,11110110111000101
йб,1010100001010001001
йв,111110001001011110101
йд,1101001100001
йе,111101101110100110
йк,10010011111100
йл,1000111111001
йм,100101011100101
йн,110010011001
йо,11010010101100001
йр,001111101111001
йс,10000101011
йт,010111011010
йц,101100010101101
йч,10001001001100
йш,11001001100011
йщ,111110001001001000000
й…,100001010101011
к\r,111110001001001110000
к ,10000111
к!,1111011010111001
к',11111000100000100100
к),111110001001011000111
к*,111110001001010111110
"к,",00110000111
к.,0011111011000
к:,10001001110111000
к;,10100111111101001
к?,000100111011001
к],1010100001010110110
к»,1010100001010111101
ка,0100001
кв,001000100101
кг,11111000100010000011
кд,0011111011110111
ке,01011000100
кж,1011110110111100
кз,00111111011001101
ки,101011100
кк,0110011110101010
кл,111000001111
км,101010000100110100
кн,1111100011
ко,0111110
кр,1111100100
кс,11110101100111
кт,110111110000
ку,1010111101
кх,11111000100011101111
кц,10100111111100100
кч,0110011110110011
кш,101010000100010111
кю,11000000110100111
кё,11111000100010010110
к…,0011111011111101
л\r,111110001001010001111
л ,0001111
л!,000100111010100
л),10100111111011110
"л,",11110110110
л.,100001010011
л:,11010010101001
л;,1011110110111110
л?,101100010111010
л»,011011010110010001
ла,0100111
лб,1101111001001010
лв,10100111111101101
лг,1010110000111
лд,1111101111100
ле,01010001
лж,110111100101
лз,110100111000111111
ли,11101001
лк,10111101011
лл,11011110010011
лм,011011010100100010
лн,100000011100
ло,11101101
лп,11001011100001
лс,1100100010
лт,111101011001100
лу,1011010110
лф,111101101110111111
лч,000100011000
лш,10001001110101101
лщ,1010100001011011010
лы,1010001000
ль,00110010
лэ,111110001001000100111
лю,1000000110
ля,010001101
лё,011011010110011101
л“,111110001001011111111
л…,1111011010110010
м ,11010000
м!,000000110011010
м),1000100111010011
"м,",1110000000
м.,10001100001
м:,1010011111100101
м;,100100100010010
м?,111001110001000
м],1010100001010110011
мo,111110001001000000111
м»,11000000000010110
ма,101100111
мб,0001001111000001
мг,110110011000101
ме,110101111
мз,1010100001001111110
ми,111111001
мк,10100111110011
мл,11100000011000
мм,000100111011000
мн,1011000100
мо,00010010
мп,1101101110111
мр,111011101111101
мс,0101110110001
мт,10111001000111101
му,101011001
мф,11111000100000100101
мц,1110101110001011
мч,000100111010000
мш,011011010100110000
мщ,00111111010011101
мы,11001000000
мь,000100111010010
мэ,111110001001100100001
мю,1001010111100001
мя,00100010101
м“,111110001001011001010
м…,010110000010100
н ,00011000
н!,1100100110101000
"н,",11001000001
н.,101010101111
н:,011011010100111011
н;,0011111011110110
н?,1011100100011111
н],11111000100001000111
нa,111110001001000111010
нo,111110001001100000101
нy,111110001001001100111
н»,01000111110100010
на,1011101
нб,11010011001110110
нв,0011111011111000
нг,0101110111100
нд,1000100110
не,1000101
нж,1001010111100101
нз,1101001100100100
ни,0010000
нк,001111110111
нл,1111011011110111001
нм,11111000100011100100
нн,110100100
но,0111011
нп,110100111000010011
нр,00111110110111
нс,10000010101
нт,00111011011
ну,100110000
нф,0001001111000100
нх,11100011110111011
нц,01000111111
нч,010001111000
нш,010001111101001
нщ,0111000001010
ны,111010001
нь,1000111000
нэ,11111000100011010001
ню,1100000001110
ня,111110000
н…,11100111000001000
о ,100111
о!,1011110110100
о',1010100001001101101
о),1110001111001000
"о,",101011111
о.,0011001100
о:,01110000010111
о;,10011001011110
о?,1101101100101
о],110100111000111000
оn,111110001001100101001
оu,1111011011111101100
о»,100000010000101
оа,111110001001011101011
об,111111110
ов,0110111
ог,10100110
од,10001101
ое,100110011
ож,000010111
оз,0010001000
ои,11111100010
ой,01010011
ок,1111011001
ол,0001011
ом,10111100
он,11100001
оо,1010001011111
оп,1000111001
ор,11101010
ос,0001110
от,0000100
оу,01000111100100
оф,100010010000
ох,10110010010
оц,11100111000110
оч,1100101111
ош,1010111011
ощ,1010000001011
оэ,1110101110000100
ою,10101111000
оя,10110000000
о“,111110001001101010110
о…,10100111110100
п ,0110011110100111
п!,00000011000000011010
п',1111100010000000001
"п,",10001001110111010
п.,11000000000011110
пe,111110001001100001101
пo,11111000100010010000
па,0100110011
пг,111101101111000000
пе,100110001
пи,11100111110
пк,10000001111100
пл,10110000001
пн,01011000000110
по,0111001
пп,00000011000111
пр,11100010
пс,011011010110000111
пт,110100110001110
пу,11000011000
пф,11111000100001110110
пц,1010100001010100010
пч,1110101110000110
пш,01100111101111101
пщ,11111000100010011001
пы,000100111101
пь,100010010011101
пэ,11111000100001001101
пя,110110110011
р\r,01001010101111101011
р ,11101110011
р!,11110110111001011
р),111101101111001100
"р,",110101110000
р.,1010110000100
р:,011011010110010011
р;,10001001110110001
р?,110100111000010000
рa,1111011011111110011
рo,11111000100001011000
рr,011011010110011100
р»,1010100001010100111
ра,0111100
рб,1100100111110
рв,101000101110
рг,101101100000
рд,111101011010
ре,11100101
рж,110100111001
рз,111001111111010
ри,11000100
рк,010110000000
рл,10001100010011
рм,1100001111101
рн,11000000010
ро,11101100
рп,100010010011111
рр,1110101110001001
рс,010001111100
рт,10001111001
ру,110110100
рф,1011011110000100
рх,0001001111001
рц,01110000011011
рч,11001001111110
рш,010100000111
рщ,01100111100100
ры,1111010011
рь,0110001001
рэ,11111000100010110100
рю,1101001100000
ря,0101111100
р…,11100011110101010
с ,110111010
с!,10100111111101111
с',111110001001011111110
с),1010100001010010001
"с,",1101101100100
с.,11001001100000
с:,101010000100110000
с;,101010000100010000
с?,111101101111010110
с],111110001001001010011
сe,11111000100001111000
сh,011011010100100001
сo,111110001001001010101
с»,011011010110011001
са,1101100001
сб,111011101111111
св,010110010
сг,0110011110110110
сд,110000000110
се,110111101
сж,1011011110000101
сз,001111101110100
си,1110011101
ск,10100001
сл,101000001
см,0101110010
сн,11101110100
со,101100011
сп,000110110
ср,001100001101
сс,11010001010
ст,1100111
су,11011011011
сф,1000100111010000
сх,1101011100011
сц,1101101110100111
сч,111001111011
сш,10111101010100
съ,1101001100100101
сы,111001111001
сь,111110011
сэ,111110001001000000000
сю,0100110010110
ся,111010000
сё,11011101111
с…,01001010101111100
т ,111101000
т!,10100000011100
т',1010100001010101101
т),110100111000100010
"т,",11110101110
т.,011100000100
т:,1111011010110100
т;,001100000001000
т?,01110000011101
т],011011010100100111
тa,11111000100010100101
т»,0001001111000101
та,11011100
тб,001111101110110
тв,101010001
тг,111101101111010100
тд,1000000100100
те,10010001
тж,111110001001011010100
тз,01101101010001100
ти,111111111
тк,00011011100
тл,101010011000
тм,101001111101010
тн,0101100011
то,001101
тп,00111110111000
тр,110010110
тс,11110100100
тт,0100011100011
ту,1101001111
тф,10001001110111001
тх,0110011110101110
тц,1010011111000
тч,1101100000010
тш,1010100001001101111
тщ,1010011111100010
тъ,111000000110010
ты,1101110110
ть,11010110
тэ,101010000100011000
тю,01100011110000
тя,01100100101
тё,01101101010001101
т…,100001010100111
у ,10000110
у!,00001011011100
у',111110001001100000001
у),11010011001111010
"у,",1110010011
у.,11101110110
у:,111000111100000
у;,111011101111100
у?,100001010101001
у],11111000100011011100
у»,11110110111001001
уа,1011001001100011
уб,10010101100
ув,0011111000
уг,1011001010
уд,010001100
уе,1110010010100
уж,1011110100
уз,10110110001
уи,0101100010100111
уй,11011000000110
ук,0011111001
ул,1101000100
ум,1000000101
ун,011101001001
уо,11110110111001010
уп,10010010101
ур,10101100000
ус,1011011111
ут,1100001101
уу,11111000100011100001
уф,1000100111001010
ух,110100010110
уц,101010000100000001
уч,11100011100
уш,11111010000
ущ,001100001100
уэ,100000010000011
ую,0110110111
уя,01110000011100
у…,011110111010001
ф ,1001001110110
ф!,1010100001001110010
"ф,",10100000011101
ф.,1000000100010101
ф:,111110001001101110010
ф?,101001111111111000
фt,111110001000111110011
фа,1100000001111
фе,0000001100010
фи,10001100000
фк,110100111000110001
фл,01100011110010
фм,1010100001011000111
фн,00000011000000000010
фо,00110011011110
фр,101010111000
фс,00111111010011011
фт,10100111111110001
фу,10000101010010
фф,1111011011111100110
фы,11100111000001011
фь,11111000100001001111
фэ,111110001001000111111
фю,00000011000000011011
ф…,00010011111100110100
х\r,111110001001100110101
х ,101100001
х!,1101001100100111
х),110100111000101111
"х,",10010010100
х.,011011010101
х:,111101101111010101
х;,1101001100100110
х?,11000000110100100
х],111110001001011010110
х»,1111011011111101111
ха,0101111101
хв,1001001000101
хе,100001010101000
хи,1010111010000
хл,10111001000010
хм,00000011001001
хн,0111000001111
хо,100101000
хп,111110001001010011010
хр,10010101101110
хс,110100110001111
хт,0001001110111110
ху,0100011100010
хч,111110001001000100110
хш,1010100001010111100
хъ,11111000100001101110
х…,11000000110100101
ц ,1000000100111
ц!,01100111101110101
ц),111110001001000100011
"ц,",11111011111011
ц.,1010000001010101
ц;,11111000100010110010
ц?,1010100001010010100
ц],111110001001010101110
ц»,00000011000000010100
ца,10100111100
цв,1100000000000101
цг,0001001111000011
це,0011000001
ци,1101100110000
цк,1000010100100
цл,1010100001010011001
цн,011011010110000101
цо,111111000111
цу,111010111001
цы,1000100100100
ц…,011011010100100101
ч ,11110101111000
ч!,1010100001010011110
"ч,",01010000010001
ч.,11010011001110010
ч:,111110001000111111110
ч;,1111011011111011110
ч?,1010100001010101001
ч»,011011010100110110
ча,100001011
чв,101010000100101101
че,111010110
чи,1100101011
чк,011000111101
чл,111001110001010
чм,1010100001010011100
чн,01011101000
чо,01011000000100
чр,1010011111101010
чт,00100011
чу,11001000110
чш,11101110101000
чь,1110001110101
чэ,111110001001100000000
ч…,101001111111111010
ш ,11010010101101
ш!,1000000100010001
"ш,",0101110100110000
ш.,011011010100110100
ш?,111110001001011111000
ш],11111000100010110101
шa,11111000100000110011
шo,111110001001100111010
ша,1111101110
шв,01100111101110100
ше,100011001
ши,010010100
шк,01100111011
шл,01011001100
шм,11110110111010000
шн,111101011000
шо,110000000001
шп,111101101010110
шр,11111000100000101110
шс,00000011000000001010
шт,11011110011110
шу,111000111110
шц,1010100001010001101
шш,11111000100011000011
шь,110110011101
ш…,11111000100010010001
щ ,111101101111000110
"щ,",1010100001010000011
щ.,111110001001010110000
ща,111000111111
ще,1100000010
щи,11010010110
щн,1101101110101011
щр,11111000100011100011
щу,10110111100000
щь,1100100110101101
щэ,111110001000111110110
ъ ,111110001001001110111
ъе,000010110100
ъи,111110001001000000010
ъю,11111011111111
ъя,10111101010101
ъё,11111000100000111011
ы\r,11111000100010100010
ы ,111101010
ы!,100001010100110
ы),11001000011100101
"ы,",11011111001
ы.,101100010110
ы:,0001001110111001
ы;,1110001111001100
ы?,101011101001100
ы],00010011111100110000
ы»,11010011001101101
ыб,01100100111
ыв,1000001011
ыг,0001001111101
ыд,0000001111001
ые,0110110100
ыж,001100000000111
ыз,01000111100101
ыи,11100011110111001
ый,1101111000
ык,1101111101111
ыл,101010110
ым,1110101111
ын,101111010100
ыо,111110001001010101111
ып,0110110101101
ыр,100101011111
ыс,11011111010
ыт,10101110101
ыу,011011010110000011
ых,0111101100
ыц,1111011011111001011
ыч,0100101010011
ыш,10001111111
ыщ,11111000100011010110
ыя,111110001001010101100
ы…,1100100110101100
ь\r,111110001001101011111
ь ,0110000
ь!,0010001010001
ь),0110011110110101
"ь,",001111111
ь.,11010010100
ь:,110110111010001
ь;,00010011111101
ь?,1011100100000
ь],101010000100010100
ь»,1000000100011000
ьб,0101100010101
ьв,111101101110110101
ьг,110010111010011
ьд,110110110001010
ье,1010110001
ьз,1010011101100
ьи,0100011111011
ьк,1001010100
ьм,101101100001
ьн,0111000111
ьо,100001010101111
ьс,0011000010
ьт,10100111101000
ьф,011011010100111111
ьх,111110001001010001010
ьц,11100100101100
ьч,101100010111101
ьш,00000011101
ьщ,11000000000010101
ью,00000011100
ья,01111011110
ьё,111110001001101111010
ь“,111110001001001100001
ь…,01100111100110
э ,0110011110110001
э!,00000011000000000111
"э,",111110001001011011011
эг,110100111000001101
эд,1011000101011000111
эз,1011100100011110011
эй,111110001001001111101
эк,100101011100010
эл,1111011010110101
эм,110100111000110101
эн,1110101110001100
эп,111101101110110010
эр,1101101110101110
эс,101011101001011
эт,100000100
эш,111110001001101111110
ю\r,111110001001010010111
ю ,100100110
ю!,1100100111100010
ю),1111011011111000110
"ю,",11001001110
ю.,101010111001
ю:,0110011110110100
ю;,1101001100110010
ю?,1110001111001011
ю],1010100001010000110
ю»,10100111111100101
юа,111110001001000010001
юб,01100100100
юг,111110001001101000110
юд,110010111001
юе,11111000100010000110
юж,101001111111111011
юз,1101001100101011
юи,111110001001010011011
юк,1001010111011011
юл,01110000011010
юм,101000000111111
юн,111000111011111
юп,011011010110011000
юр,110110110001011
юс,1000100000110
ют,110000111000
юх,101001111111110011
юц,000000110010100
юч,00010001100111
юш,1001100101100
ющ,00011011111
юю,110010000111000
ю…,1010011111101000
я\r,111110001000111110000
я ,0111111
я!,10101110100010
я),11100011110111000
"я,",000100000
я.,11100111001
я:,010111011110110
я;,111001110001001
я?,11000000110110
я],11111000100000100111
я»,1101101110101010
яб,000100111010101
яв,011101000011
яг,1110011111100
яд,11011001111
яе,10010011111101
яж,01100011111
яз,1100100101
яи,0110011110101100
яй,100000010000001
як,11111011111010
ял,0100110000
ям,110111110001
ян,10110101011
яп,0101100010100011
яр,100101011100111
яс,0000001101
ят,1100101010
ях,1101001011110
яц,101111011011010
яч,1000100000111
яш,10100111111100011
ящ,1110011111101
яю,0000101101100
яя,1101101110110
я“,1010100001010000111
я…,101000101101000
ё ,10111111010
ё!,1010100001011000011
"ё,",10000001110111
ё.,01100111101111010
ё:,111110001000111101010
ё?,111110001001001011111
ё»,111110001001001100101
ёв,111110001001010010000
ёг,11111000100000101010
ёж,11111000100001011010
ёз,11111000100000110110
ёл,11111000100010000101
ём,1010100001010010101
ёр,10100111111011111
ё…,1111011011111011100
– ,11110111
–3,00010011111100110110
“ ,1111011011111000000
"“,",1111011011111111010
“.,111010111000111101
„.,111110001001000101000
„J,1010100001010000010
„a,111110001001100110010
„В,00000011000000001110
„П,1010100001010100101
„С,111110001001011010000
„Т,111110001001010010001
„Я,111110001001101110101
„в,111110001001100010011
„д,111110001001011111100
„н,111110001001011111011
„э,111110001001000011110
…\r,1111010111110
… ,10100000001
…',111110001001010110100
"…,",111110001001000111011
….,011011010110011011
…A,111110001001101001110
…],010010101011000
…»,1110001111001110
…К,111110001001101111111
…О,111110001001101001010
…П,111110001001101110110
…Т,111110001001101011001
…У,111110001001011101101
…д,11111000100010001100
…е,111110001001011010011
…з,111110001001101000010
…л,00000011000000010101
…н,11111000100011001010
…п,11111000100001001011
…р,111110001001001000010
…с,111110001001000110100
…т,111110001001011100101
…ч,111110001001001000100
